PlayerIdKey,MLBAMIDKey,NameKey,Display_Name,Display_Team,Display_POS,Player_Type,Preseason_POS,ROS_POS,Preseason_PA,ROS_PA,Preseason_IP,ROS_IP,Preseason_Value,ROS_Value,Projection_Change,Clipped_Projection_Change,YTD_Value,YTD_ROS_Gap,Banked_Value_Signal,Skill_Score,Skill_Adjustment,Sample_Confidence,Confidence_Label,Role_Change,Stock_Label,MLB_Stock_Change,YTD_PA,YTD_G,YTD_IP,YTD_GS,YTD_SV,YTD_wRC+,YTD_xwOBA,YTD_xERA,YTD_FIP,YTD_xFIP,SC_xwOBA,SC_xwOBA_Allowed,SC_Whiff%
23550,676879,aaron ashby,Aaron Ashby ,MIL,SP/RP,pitcher,SP/RP,SP/RP,,,77.000,58.000,8.130,11.011,2.881,2.881,4.990,-6.021,0.000,0.878,0.915,0.605,Medium,STABLE,Stable,3.796,,19.000,24.200,0.000,0.000,,,2.179,2.295,2.509,,,
29423,696070,kendry rojas,Kendry Rojas ,MIN,RP,pitcher,RP,RP,,,40.000,43.000,-12.188,-8.429,3.759,3.759,-6.370,2.059,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,3.759,,,,,,,,,,,,,
31522,671284,tim elko,Tim Elko ,CHW,1B,hitter,1B,1B,7.000,41.000,,,-7.819,-4.093,3.726,3.726,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.726,,,,,,,,,,,,,
27589,671106,logan allen,Logan Allen ,CLE,SP,pitcher,SP,SP,,,113.000,75.000,-11.280,-7.555,3.725,3.725,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.725,,,,,,,,,,,,,
26284,670231,john rave,John Rave ,KCR,OF,hitter,OF,OF,91.000,67.000,,,-3.395,0.327,3.721,3.721,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.721,,,,,,,,,,,,,
19339,670032,nicky lopez,Nicky Lopez ,CHC,3B,hitter,3B,3B,7.000,26.000,,,-6.593,-2.879,3.713,3.713,-4.563,-1.684,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.713,,,,,,,,,,,,,
21562,663853,romy gonzalez,Romy Gonzalez ,BOS,1B/2B/DH,hitter,1B/2B/DH,1B/2B/DH,196.000,171.000,,,2.099,5.809,3.710,3.710,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.710,,,,,,,,,,,,,
22514,671213,triston casas,Triston Casas ,BOS,1B,hitter,1B,1B,133.000,52.000,,,-3.918,-0.240,3.679,3.679,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.679,,,,,,,,,,,,,
12037,542932,jon berti,Jon Berti ,,2B/3B,hitter,2B/3B,2B/3B,133.000,87.000,,,-4.102,-0.430,3.673,3.673,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.673,,,,,,,,,,,,,
27775,693312,kyle nicolas,Kyle Nicolas ,CIN,RP,pitcher,RP,RP,,,42.000,26.000,-10.672,-7.002,3.670,3.670,-8.467,-1.465,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,3.670,,,,,,,,,,,,,
14107,592332,kevin gausman,Kevin Gausman ,TOR,SP,pitcher,SP,SP,,,181.000,133.000,6.503,8.407,1.903,1.903,21.407,13.000,1.560,0.549,0.195,1.000,High,STABLE_SP,Stable,3.658,,9.000,51.100,9.000,0.000,,,3.470,3.282,3.404,,0.297,26.600
10603,519242,chris sale,Chris Sale ,ATL,SP,pitcher,SP,SP,,,162.000,126.000,33.551,36.605,3.054,3.054,9.588,-27.017,0.000,0.648,0.591,1.000,High,STABLE_SP,Stable,3.645,,8.000,49.000,8.000,0.000,,,3.052,3.453,3.152,,0.280,28.000
26288,668939,adley rutschman,Adley Rutschman ,BAL,C/DH,hitter,C/DH,C/DH,566.000,410.000,,,10.250,13.581,3.332,3.332,16.266,2.685,0.241,0.523,0.069,0.747,Medium,STABLE,Stable,3.641,112.000,,,,,147.304,0.345,,,,0.345,,13.000
sa3025613,822038,ryan lambert,Ryan Lambert ,NYM,RP,pitcher,RP,RP,,,36.000,30.000,-8.177,-4.541,3.635,3.635,,,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,3.635,,,,,,,,,,,,,
25648,686580,justin slaten,Justin Slaten ,BOS,RP,pitcher,RP,RP,,,61.000,47.000,-0.514,3.120,3.634,3.634,-2.889,-6.009,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,3.634,,,,,,,,,,,,,
33390,805811,bryce eldridge,Bryce Eldridge ,SFG,1B/DH,hitter,DH,1B/DH,315.000,278.000,,,-8.164,-4.573,3.591,3.591,-6.187,-1.614,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.591,,,,,,,,,,,,,
15194,641343,jake bauers,Jake Bauers ,MIL,1B/OF/DH,hitter,1B/OF/DH,1B/OF/DH,294.000,285.000,,,0.574,2.804,2.229,2.229,14.752,11.948,1.357,0.498,-0.007,0.947,High,STABLE,Stable,3.580,142.000,,,,,127.094,0.332,,,,0.332,,24.500
25629,683227,cody freeman,Cody Freeman ,TEX,2B/3B/OF,hitter,2B/3B/OF,2B/3B/OF,189.000,82.000,,,-3.813,-0.243,3.570,3.570,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.570,,,,,,,,,,,,,
sa3014693,691181,emmanuel rodriguez,Emmanuel Rodriguez ,MIN,OF,hitter,OF,OF,56.000,51.000,,,-2.535,1.000,3.535,3.535,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.535,,,,,,,,,,,,,
25055,681987,nate eaton,Nate Eaton ,BOS,3B/OF,hitter,3B/OF,3B/OF,63.000,52.000,,,-7.008,-3.508,3.500,3.500,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.500,,,,,,,,,,,,,
20492,663554,casey mize,Casey Mize ,DET,SP,pitcher,SP,SP,,,143.000,105.000,-0.666,1.155,1.821,1.821,17.182,16.028,1.491,0.546,0.143,0.775,High,STABLE_SP,"Banked Production, Projection Skeptical",3.455,,6.000,31.000,6.000,0.000,,,3.418,2.848,3.641,,0.295,28.300
10681,570482,gio urshela,Gio Urshela ,,3B,hitter,3B,3B,56.000,26.000,,,-6.809,-3.406,3.403,3.403,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.403,,,,,,,,,,,,,
12730,607259,nick martinez,Nick Martinez ,TBR,SP,pitcher,SP,SP,,,147.000,123.000,-3.351,-0.235,3.116,3.116,5.812,6.047,0.726,0.386,-0.454,1.000,High,STABLE_SP,Stable,3.388,,8.000,47.200,8.000,0.000,,,3.835,3.379,4.241,,0.311,18.300
19600,650559,bryan de la cruz,Bryan De La Cruz ,PHI,OF,hitter,OF,OF,14.000,15.000,,,-3.925,-0.540,3.385,3.385,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.385,,,,,,,,,,,,,
19996,669276,dylan lee,Dylan Lee ,ATL,RP,pitcher,RP,RP,,,65.000,47.000,3.890,4.795,0.905,0.905,8.106,3.312,0.662,0.935,1.741,1.000,High,STABLE_RP,Stable,3.308,,21.000,20.200,0.000,0.000,,,1.493,0.977,2.405,,,
26378,666157,nick lodolo,Nick Lodolo ,CIN,SP,pitcher,SP,SP,,,150.000,111.000,8.770,12.053,3.283,3.283,-50.007,-62.060,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.283,,,,,,,,,,,,,
21780,665923,esteury ruiz,Esteury Ruiz ,MIA,OF,hitter,OF,OF,84.000,134.000,,,-1.605,1.596,3.201,3.201,5.021,3.425,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.201,,,,,,,,,,,,,
11674,592791,jameson taillon,Jameson Taillon ,CHC,SP,pitcher,SP,SP,,,141.000,116.000,-11.446,-9.363,2.083,2.083,6.675,16.038,1.925,0.296,-0.817,1.000,High,STABLE_SP,"Banked Production, Projection Skeptical",3.191,,8.000,45.200,8.000,0.000,,,4.218,5.668,4.506,,0.325,25.800
27493,677956,rece hinds,Rece Hinds ,CIN,OF,hitter,OF,OF,7.000,15.000,,,-3.727,-0.540,3.186,3.186,-8.960,-8.420,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.186,,,,,,,,,,,,,
31475,701656,logan henderson,Logan Henderson ,MIL,SP,pitcher,SP,SP,,,89.000,79.000,5.359,8.543,3.184,3.184,10.226,1.683,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.184,,,,,,,,,,,,,
31354,699625,jimmy crooks,Jimmy Crooks ,STL,C,hitter,C,C,97.000,57.000,,,-3.379,-0.201,3.178,3.178,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.178,,,,,,,,,,,,,
28312,691723,coby mayo,Coby Mayo ,BAL,1B/3B/DH,hitter,1B/DH,1B/3B/DH,189.000,163.000,,,-2.743,1.534,4.277,4.277,-10.468,-12.002,0.000,0.155,-1.104,0.800,High,STABLE,Stable,3.173,120.000,,,,,57.999,0.273,,,,0.273,,32.000
16472,656555,rhys hoskins,Rhys Hoskins ,CLE,1B/DH,hitter,1B,1B/DH,399.000,288.000,,,-4.390,-1.296,3.094,3.094,2.776,4.073,0.398,0.394,-0.344,0.813,High,STABLE,Stable,3.148,122.000,,,,,110.034,0.311,,,,0.311,,30.400
19349,657571,caleb ferguson,Caleb Ferguson ,CIN,RP,pitcher,RP,RP,,,53.000,37.000,-7.024,-3.893,3.132,3.132,,,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,3.132,,,,,,,,,,,,,
10061,548384,brooks raley,Brooks Raley ,NYM,RP,pitcher,RP,RP,,,62.000,46.000,0.475,3.049,2.573,2.573,2.169,-0.880,0.000,0.660,0.542,0.850,High,STABLE_RP,Stable,3.116,,18.000,17.000,0.000,0.000,,,3.271,2.577,3.135,,,
29478,695600,carter jensen,Carter Jensen ,KCR,C/DH,hitter,C/DH,C/DH,401.000,342.000,,,3.627,7.486,3.859,3.859,5.509,-1.977,0.000,0.304,-0.754,0.960,High,STABLE,Stable,3.105,144.000,,,,,104.906,0.304,,,,0.304,,35.500
31757,695243,mason miller,Mason Miller ,SDP,RP,pitcher,RP,RP,,,66.000,50.000,23.060,24.222,1.162,1.162,13.311,-10.911,0.000,1.000,1.920,0.960,High,RP_CLOSER,Closer Value,3.082,,19.000,19.200,0.000,13.000,,,0.795,-0.199,0.158,,,
18341,642759,julian fernandez,Julian Fernández ,WSN,RP,pitcher,RP,RP,,,38.000,28.000,-10.470,-7.395,3.076,3.076,-6.312,1.083,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,3.076,,,,,,,,,,,,,
20633,579328,yusei kikuchi,Yusei Kikuchi ,LAA,SP,pitcher,SP,SP,,,168.000,64.000,0.275,3.291,3.016,3.016,9.960,6.669,0.620,0.318,-0.566,0.775,High,STABLE_SP,Stable,3.070,,7.000,31.000,7.000,0.000,,,4.681,3.687,4.151,,0.341,25.900
19358,642215,weston wilson,Weston Wilson ,BAL,1B/2B/3B/OF,hitter,1B/2B/OF,1B/2B/3B/OF,14.000,46.000,,,-1.647,1.394,3.041,3.041,1.825,0.430,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.041,,,,,,,,,,,,,
19350,665152,dean kremer,Dean Kremer ,BAL,SP,pitcher,SP,SP,,,115.000,91.000,-7.904,-4.864,3.040,3.040,-46.006,-41.142,0.000,0.500,0.000,0.000,Low,STABLE,Stable,3.040,,,,,,,,,,,,,
19716,669160,dustin may,Dustin May ,STL,SP,pitcher,SP,SP,,,163.000,123.000,-3.227,1.000,4.227,4.227,-38.373,-39.373,0.000,0.199,-1.203,1.000,High,STABLE_SP,Stable,3.024,,8.000,42.200,8.000,0.000,,,4.615,3.809,4.138,,0.339,17.600
12572,595014,blake treinen,Blake Treinen ,LAD,RP,pitcher,RP,RP,,,54.000,40.000,-2.887,0.126,3.013,3.013,-3.498,-3.624,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,3.013,,,,,,,,,,,,,
23779,677865,justin bruihl,Justin Bruihl ,STL,RP,pitcher,RP,RP,,,54.000,43.000,-6.594,-1.824,4.770,4.770,-2.624,-0.801,0.000,0.000,-1.810,0.905,High,STABLE_RP,Stable,2.960,,20.000,18.100,0.000,0.000,,,5.654,5.234,5.827,,,
19444,670990,yohan ramirez,Yohan Ramírez ,PIT,RP,pitcher,RP,RP,,,56.000,43.000,-2.698,0.841,3.540,3.540,1.320,0.479,0.057,0.340,-0.642,1.000,High,STABLE_RP,Stable,2.955,,17.000,24.000,0.000,1.000,,,3.322,3.856,4.368,,,
35041,695506,jac caglianone,Jac Caglianone ,KCR,1B/OF/DH,hitter,1B/OF/DH,1B/OF/DH,455.000,381.000,,,7.732,10.839,3.107,3.107,1.941,-8.898,0.000,0.457,-0.162,0.933,High,STABLE,Stable,2.945,140.000,,,,,96.298,0.333,,,,0.333,,31.800
16149,605400,aaron nola,Aaron Nola ,PHI,SP,pitcher,SP,SP,,,179.000,131.000,3.158,6.215,3.057,3.057,8.994,2.778,0.333,0.385,-0.458,1.000,High,STABLE_SP,Stable,2.932,,8.000,42.000,8.000,0.000,,,4.299,4.249,3.554,,0.328,26.300
23359,676369,nelson velazquez,Nelson Velázquez ,STL,DH/OF,hitter,DH/OF,DH/OF,105.000,47.000,,,-3.175,-0.253,2.923,2.923,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.923,,,,,,,,,,,,,
26420,677347,kyren paris,Kyren Paris ,LAA,2B/OF,hitter,2B/OF,2B/OF,14.000,10.000,,,-2.553,0.345,2.898,2.898,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.898,,,,,,,,,,,,,
13757,621035,chris taylor,Chris Taylor ,LAA,2B/OF,hitter,2B/OF,2B/OF,140.000,5.000,,,-2.614,0.277,2.891,2.891,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.891,,,,,,,,,,,,,
30134,676440,tanner bibee,Tanner Bibee ,CLE,SP,pitcher,SP,SP,,,181.000,131.000,7.813,11.117,3.305,3.305,11.792,0.674,0.081,0.376,-0.498,1.000,High,STABLE_SP,Stable,2.888,,9.000,45.100,9.000,0.000,,,3.791,4.386,3.897,,0.310,29.300
13185,606115,orlando arcia,Orlando Arcia ,MIN,1B/2B/3B/SS,hitter,1B/2B/3B/SS,1B/2B/3B/SS,91.000,36.000,,,-3.067,-0.200,2.867,2.867,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.867,,,,,,,,,,,,,
27779,693821,bryce elder,Bryce Elder ,ATL,SP,pitcher,SP,SP,,,118.000,116.000,-4.843,-4.576,0.267,0.267,30.389,34.966,2.400,0.547,0.188,1.000,High,STABLE_SP,"Banked Production, Projection Skeptical",2.855,,9.000,54.200,9.000,0.000,,,2.901,3.088,3.737,,0.273,25.500
sa3022602,702302,rj schreck,RJ Schreck ,TOR,OF,hitter,OF,OF,7.000,5.000,,,-3.977,-1.129,2.848,2.848,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.848,,,,,,,,,,,,,
18373,663624,ryan mountcastle,Ryan Mountcastle ,BAL,1B/DH,hitter,1B/DH,1B/DH,147.000,61.000,,,-4.779,-1.970,2.809,2.809,-1.925,0.045,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.809,,,,,,,,,,,,,
19968,666931,jared oliva,Jared Oliva ,SFG,OF,hitter,OF,OF,112.000,26.000,,,-3.760,-0.954,2.806,2.806,-2.838,-1.884,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.806,,,,,,,,,,,,,
14374,607192,tyler glasnow,Tyler Glasnow ,LAD,SP,pitcher,SP,SP,,,135.000,92.000,19.197,20.617,1.420,1.420,23.354,2.737,0.536,0.713,0.836,0.980,High,STABLE_SP,Stable,2.792,,7.000,39.200,7.000,0.000,,,2.469,3.258,2.823,,0.252,29.800
29712,695657,colson montgomery,Colson Montgomery ,CHW,3B/SS,hitter,3B/SS,3B/SS,602.000,446.000,,,4.055,5.056,1.001,1.001,21.647,16.592,1.991,0.446,-0.218,1.000,High,STABLE,"Banked Production, Projection Skeptical",2.774,175.000,,,,,129.507,0.334,,,,0.334,,35.700
3096,445276,kenley jansen,Kenley Jansen ,DET,RP,pitcher,RP,RP,,,60.000,44.000,4.096,6.869,2.773,2.773,-2.214,-9.084,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,2.773,,,,,,,,,,,,,
13942,608718,brent suter,Brent Suter ,LAA,RP,pitcher,RP,RP,,,61.000,44.000,-6.242,-3.404,2.838,2.838,-40.703,-37.299,0.000,0.484,-0.065,1.000,High,STABLE_RP,Stable,2.773,,14.000,20.100,0.000,0.000,,,3.263,3.598,3.356,,,
25867,668952,ryan kreidler,Ryan Kreidler ,MIN,OF,hitter,OF,OF,49.000,41.000,,,-4.014,-1.242,2.772,2.772,4.033,5.275,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.772,,,,,,,,,,,,,
sa885119,663494,bryan torres,Bryan Torres ,STL,2B/OF,hitter,2B/OF,2B/OF,14.000,21.000,,,-1.984,0.784,2.768,2.768,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.768,,,,,,,,,,,,,
19178,667297,tommy nance,Tommy Nance ,TOR,RP,pitcher,RP,RP,,,58.000,40.000,-1.468,0.593,2.061,2.061,0.770,0.177,0.035,0.662,0.648,1.000,High,STABLE_RP,Stable,2.744,,19.000,20.000,0.000,0.000,,,3.576,2.556,2.749,,,
27932,693855,ian seymour,Ian Seymour ,TBR,SP/RP,pitcher,SP,SP/RP,,,112.000,61.000,3.798,6.717,2.920,2.920,1.000,-5.717,0.000,0.406,-0.180,0.478,Medium,STABLE,Stable,2.739,,18.000,19.100,0.000,1.000,,,4.413,3.468,3.795,,,
30080,701678,hao yu lee,Hao-Yu  Lee ,DET,2B/3B,hitter,2B/3B,2B/3B,7.000,41.000,,,-2.065,1.000,3.065,3.065,-2.112,-3.112,0.000,0.260,-0.326,0.340,Low,STABLE,Stable,2.739,51.000,,,,,67.639,0.300,,,,0.300,,34.100
21649,665622,luis medina,Luis Medina ,ATH,RP,pitcher,SP,RP,,,78.000,58.000,-5.606,-2.291,3.314,3.314,-1.215,1.076,0.098,0.275,-0.683,0.760,High,SP_TO_RP,Stable,2.729,,11.000,15.200,0.000,0.000,,,4.319,3.553,4.427,,,
11445,592192,mark canha,Mark Canha ,,OF/DH,hitter,OF/DH,OF/DH,63.000,57.000,,,-4.151,-1.425,2.726,2.726,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.726,,,,,,,,,,,,,
30171,696131,mason black,Mason Black ,KCR,RP,pitcher,RP,RP,,,57.000,36.000,-14.171,-11.447,2.724,2.724,-5.652,5.795,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,2.724,,,,,,,,,,,,,
19997,669289,santiago espinal,Santiago Espinal ,LAD,1B/2B/3B/OF,hitter,2B/3B/OF,1B/2B/3B/OF,133.000,72.000,,,-4.391,-1.668,2.724,2.724,-3.606,-1.938,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.724,,,,,,,,,,,,,
20546,681982,grant anderson,Grant Anderson ,MIL,RP,pitcher,RP,RP,,,56.000,44.000,-4.057,-1.012,3.045,3.045,-0.461,0.551,0.056,0.387,-0.386,0.850,High,STABLE_RP,Stable,2.715,,18.000,17.000,0.000,0.000,,,3.461,3.930,3.723,,,
25980,683090,matthew lugo,Matthew Lugo ,LAA,OF,hitter,OF,OF,42.000,20.000,,,-4.065,-1.362,2.703,2.703,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.703,,,,,,,,,,,,,
19742,669622,anthony bender,Anthony Bender ,MIA,RP,pitcher,RP,RP,,,61.000,44.000,-0.385,2.245,2.630,2.630,0.708,-1.537,0.000,0.526,0.073,0.710,Medium,STABLE_RP,Stable,2.703,,17.000,14.200,0.000,1.000,,,2.813,2.834,4.175,,,
29844,689414,liam hicks,Liam Hicks ,MIA,C/1B/DH,hitter,C/1B/DH,C/1B/DH,318.000,379.000,,,-2.753,-2.418,0.335,0.335,20.863,23.281,2.352,0.502,0.006,0.980,High,STABLE,"Banked Production, Projection Skeptical",2.693,147.000,,,,,141.754,0.349,,,,0.351,,9.600
26374,670224,kameron misner,Kameron Misner ,KCR,OF,hitter,OF,OF,35.000,21.000,,,-3.163,-0.477,2.686,2.686,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.686,,,,,,,,,,,,,
28163,691406,junior caminero,Junior Caminero ,TBR,3B/DH,hitter,3B/DH,3B/DH,665.000,493.000,,,27.611,30.022,2.411,2.411,16.520,-13.503,0.000,0.567,0.267,1.000,High,STABLE,Stable,2.678,183.000,,,,,126.363,0.370,,,,0.368,,20.600
25976,682985,riley greene,Riley Greene ,DET,OF/DH,hitter,OF/DH,OF/DH,651.000,488.000,,,27.104,29.120,2.016,2.016,28.150,-0.969,0.000,0.663,0.651,1.000,High,STABLE,Stable,2.667,179.000,,,,,157.780,0.379,,,,0.379,,28.600
sa3006884,677565,kristian robinson,Kristian Robinson ,ARI,OF,hitter,OF,OF,7.000,5.000,,,-3.977,-1.311,2.666,2.666,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.666,,,,,,,,,,,,,
17277,624133,ranger suarez,Ranger Suarez ,BOS,SP,pitcher,SP,SP,,,170.000,126.000,5.712,6.960,1.248,1.248,20.447,13.487,1.578,0.456,-0.172,0.975,High,STABLE_SP,Stable,2.654,,7.000,39.000,7.000,0.000,,,3.483,3.235,3.604,,0.296,19.500
20521,663611,nick madrigal,Nick Madrigal ,LAA,2B/3B,hitter,2B/3B,2B/3B,14.000,5.000,,,-2.553,0.095,2.648,2.648,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.648,,,,,,,,,,,,,
24759,681508,mickey gasper,Mickey Gasper ,BOS,C/1B/DH,hitter,C/1B/DH,C/1B/DH,6.000,44.000,,,-3.001,-0.358,2.643,2.643,1.999,2.357,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.643,,,,,,,,,,,,,
26323,668715,spencer steer,Spencer Steer ,CIN,1B/OF/DH,hitter,1B/OF/DH,1B/OF/DH,371.000,319.000,,,2.050,3.590,1.540,1.540,11.845,8.254,0.991,0.528,0.110,1.000,High,STABLE,Stable,2.641,160.000,,,,,113.233,0.381,,,,0.381,,24.000
29668,691785,marcelo mayer,Marcelo Mayer ,BOS,2B/3B,hitter,2B/3B,2B/3B,462.000,327.000,,,4.992,8.646,3.654,3.654,-3.924,-12.569,0.000,0.181,-1.056,0.827,High,STABLE,Stable,2.599,124.000,,,,,71.602,0.279,,,,0.279,,25.900
sa3038253,695731,braden montgomery,Braden Montgomery ,CHW,OF,hitter,OF,OF,140.000,78.000,,,-5.789,-3.193,2.597,2.597,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.597,,,,,,,,,,,,,
20349,677161,zack kelly,Zack Kelly ,BOS,RP,pitcher,RP,RP,,,58.000,45.000,-5.072,-1.669,3.403,3.403,-1.425,0.244,0.022,0.223,-0.831,0.750,High,STABLE_RP,Stable,2.594,,15.000,15.000,0.000,0.000,,,5.417,3.640,3.897,,,
31461,690829,ben joyce,Ben Joyce ,LAA,RP,pitcher,RP,RP,,,48.000,39.000,0.172,2.765,2.593,2.593,,,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,2.593,,,,,,,,,,,,,
26108,669467,andre pallante,Andre Pallante ,STL,SP,pitcher,SP,SP,,,135.000,106.000,-5.213,-3.298,1.915,1.915,10.758,14.056,1.687,0.248,-1.009,1.000,High,STABLE_SP,Stable,2.593,,8.000,42.100,8.000,0.000,,,4.300,4.642,4.467,,0.328,23.600
28052,684049,brandan bidois,Brandan Bidois ,PIT,RP,pitcher,RP,RP,,,52.000,37.000,-9.647,-7.070,2.577,2.577,-7.495,-0.425,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,2.577,,,,,,,,,,,,,
26031,687093,vaughn grissom,Vaughn Grissom ,LAA,1B/2B,hitter,2B,1B/2B,119.000,209.000,,,-1.227,0.331,1.558,1.558,6.785,6.454,0.740,0.619,0.272,0.573,Medium,STABLE,Stable,2.570,86.000,,,,,118.540,0.373,,,,0.373,,18.600
16426,642731,thairo estrada,Thairo Estrada ,,2B,hitter,2B,2B,98.000,62.000,,,-2.828,-0.259,2.569,2.569,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.569,,,,,,,,,,,,,
sa3022567,801194,max anderson,Max Anderson ,DET,2B,hitter,2B,2B,7.000,5.000,,,-2.450,0.095,2.546,2.546,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.546,,,,,,,,,,,,,
15274,643565,mike tauchman,Mike Tauchman ,NYM,OF/DH,hitter,OF/DH,OF/DH,84.000,52.000,,,-3.658,-1.129,2.529,2.529,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.529,,,,,,,,,,,,,
26252,669062,erik miller,Erik Miller ,SFG,RP,pitcher,RP,RP,,,62.000,43.000,2.350,4.873,2.523,2.523,1.027,-3.846,0.000,0.500,0.000,0.000,Low,STABLE_RP,Stable,2.523,,,,,,,,,,,,,
14120,621121,lance mccullers jr,Lance McCullers Jr. ,HOU,SP,pitcher,SP,SP,,,112.000,84.000,-6.000,-2.470,3.530,3.530,-43.144,-40.674,0.000,0.242,-1.009,0.978,High,STABLE_SP,Stable,2.520,,8.000,39.100,8.000,0.000,,,4.369,5.064,4.072,,0.330,27.800
19876,656464,kevin ginkel,Kevin Ginkel ,ARI,RP,pitcher,RP,RP,,,59.000,44.000,-1.228,0.252,1.480,1.480,0.103,-0.149,0.000,0.805,1.036,0.850,High,STABLE_RP,Stable,2.516,,18.000,17.000,0.000,0.000,,,2.556,2.224,2.947,,,
16478,656941,kyle schwarber,Kyle Schwarber ,PHI,OF/DH,hitter,OF/DH,OF/DH,686.000,504.000,,,36.811,38.161,1.350,1.350,39.285,1.123,0.225,0.735,0.941,1.000,High,STABLE,Stable,2.515,192.000,,,,,165.088,0.397,,,,0.398,,31.900
11899,592626,joc pederson,Joc Pederson ,TEX,1B/DH,hitter,DH,1B/DH,420.000,309.000,,,2.089,4.926,2.837,2.837,-2.326,-7.251,0.000,0.396,-0.328,0.787,High,STABLE,Stable,2.509,118.000,,,,,90.531,0.337,,,,0.337,,32.700
22766,672642,steward berroa,Steward Berroa ,PHI,OF,hitter,OF,OF,7.000,5.000,,,-3.794,-1.311,2.483,2.483,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.483,,,,,,,,,,,,,
sa3022562,694580,kemp alderman,Kemp Alderman ,MIA,OF,hitter,OF,OF,7.000,26.000,,,-3.823,-1.354,2.469,2.469,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.469,,,,,,,,,,,,,
29634,695238,will wagner,Will Wagner ,SDP,1B/2B/3B/DH,hitter,1B/2B/3B/DH,1B/2B/3B/DH,21.000,16.000,,,-2.395,0.063,2.458,2.458,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.458,,,,,,,,,,,,,
25483,686765,nick sogard,Nick Sogard ,BOS,1B/2B/3B,hitter,1B/2B/3B,1B/2B/3B,14.000,10.000,,,-2.457,-0.000,2.456,2.456,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.456,,,,,,,,,,,,,
11442,596142,gary sanchez,Gary Sánchez ,MIL,C/1B/DH,hitter,C/DH,C/1B/DH,150.000,135.000,,,-1.431,0.473,1.904,1.904,7.123,6.649,0.527,0.509,0.024,0.660,Medium,STABLE,Stable,2.454,99.000,,,,,128.308,0.356,,,,0.359,,28.300
31661,689200,jacob melton,Jacob Melton ,TBR,OF,hitter,OF,OF,140.000,62.000,,,-4.064,-1.611,2.452,2.452,,,0.000,0.500,0.000,0.000,Low,STABLE,Stable,2.452,,,,,,,,,,,,,
